date_key,full_date,day,month,year,day_of_week,month_name,is_weekend
20191107,2019-11-07,7,11,2019,Thursday,November,f
20131227,2013-12-27,27,12,2013,Friday,December,f
20200106,2020-01-06,6,1,2020,Monday,January,f
20210211,2021-02-11,11,2,2021,Thursday,February,f
20231220,2023-12-20,20,12,2023,Wednesday,December,f
20170831,2017-08-31,31,8,2017,Thursday,August,f
20120611,2012-06-11,11,6,2012,Monday,June,f
20190514,2019-05-14,14,5,2019,Tuesday,May,f
20120627,2012-06-27,27,6,2012,Wednesday,June,f
20150718,2015-07-18,18,7,2015,Saturday,July,t
20180321,2018-03-21,21,3,2018,Wednesday,March,f
20151230,2015-12-30,30,12,2015,Wednesday,December,f
20181218,2018-12-18,18,12,2018,Tuesday,December,f
20220605,2022-06-05,5,6,2022,Sunday,June,t
20100820,2010-08-20,20,8,2010,Friday,August,f
20100923,2010-09-23,23,9,2010,Thursday,September,f
20170313,2017-03-13,13,3,2017,Monday,March,f
20100513,2010-05-13,13,5,2010,Thursday,May,f
20240922,2024-09-22,22,9,2024,Sunday,September,t
20201013,2020-10-13,13,10,2020,Tuesday,October,f
20210417,2021-04-17,17,4,2021,Saturday,April,t
20100619,2010-06-19,19,6,2010,Saturday,June,t
20120901,2012-09-01,1,9,2012,Saturday,September,t
20210605,2021-06-05,5,6,2021,Saturday,June,t
20100623,2010-06-23,23,6,2010,Wednesday,June,f
20130218,2013-02-18,18,2,2013,Monday,February,f
20150703,2015-07-03,3,7,2015,Friday,July,f
20120906,2012-09-06,6,9,2012,Thursday,September,f
20200921,2020-09-21,21,9,2020,Monday,September,f
20211212,2021-12-12,12,12,2021,Sunday,December,t
20210130,2021-01-30,30,1,2021,Saturday,January,t
20210528,2021-05-28,28,5,2021,Friday,May,f
20220421,2022-04-21,21,4,2022,Thursday,April,f
20190302,2019-03-02,2,3,2019,Saturday,March,t
20231122,2023-11-22,22,11,2023,Wednesday,November,f
20210924,2021-09-24,24,9,2021,Friday,September,f
20160122,2016-01-22,22,1,2016,Friday,January,f
20230211,2023-02-11,11,2,2023,Saturday,February,t
20210504,2021-05-04,4,5,2021,Tuesday,May,f
20240520,2024-05-20,20,5,2024,Monday,May,f
20150312,2015-03-12,12,3,2015,Thursday,March,f
20130427,2013-04-27,27,4,2013,Saturday,April,t
20200609,2020-06-09,9,6,2020,Tuesday,June,f
20230728,2023-07-28,28,7,2023,Friday,July,f
20151208,2015-12-08,8,12,2015,Tuesday,December,f
20180628,2018-06-28,28,6,2018,Thursday,June,f
20200802,2020-08-02,2,8,2020,Sunday,August,t
20141021,2014-10-21,21,10,2014,Tuesday,October,f
20240312,2024-03-12,12,3,2024,Tuesday,March,f
20150103,2015-01-03,3,1,2015,Saturday,January,t
20201107,2020-11-07,7,11,2020,Saturday,November,t
20131119,2013-11-19,19,11,2013,Tuesday,November,f
20181022,2018-10-22,22,10,2018,Monday,October,f
20110123,2011-01-23,23,1,2011,Sunday,January,t
20161222,2016-12-22,22,12,2016,Thursday,December,f
20110211,2011-02-11,11,2,2011,Friday,February,f
20170610,2017-06-10,10,6,2017,Saturday,June,t
20191109,2019-11-09,9,11,2019,Saturday,November,t
20230115,2023-01-15,15,1,2023,Sunday,January,t
20230827,2023-08-27,27,8,2023,Sunday,August,t
20140308,2014-03-08,8,3,2014,Saturday,March,t
20201014,2020-10-14,14,10,2020,Wednesday,October,f
20211025,2021-10-25,25,10,2021,Monday,October,f
20110603,2011-06-03,3,6,2011,Friday,June,f
20130331,2013-03-31,31,3,2013,Sunday,March,t
20100122,2010-01-22,22,1,2010,Friday,January,f
20120128,2012-01-28,28,1,2012,Saturday,January,t
20221212,2022-12-12,12,12,2022,Monday,December,f
20131224,2013-12-24,24,12,2013,Tuesday,December,f
20230914,2023-09-14,14,9,2023,Thursday,September,f
20111019,2011-10-19,19,10,2011,Wednesday,October,f
20200121,2020-01-21,21,1,2020,Tuesday,January,f
20231210,2023-12-10,10,12,2023,Sunday,December,t
20111022,2011-10-22,22,10,2011,Saturday,October,t
20110602,2011-06-02,2,6,2011,Thursday,June,f
20200210,2020-02-10,10,2,2020,Monday,February,f
20110806,2011-08-06,6,8,2011,Saturday,August,t
20110428,2011-04-28,28,4,2011,Thursday,April,f
20140914,2014-09-14,14,9,2014,Sunday,September,t
20231113,2023-11-13,13,11,2023,Monday,November,f
20240805,2024-08-05,5,8,2024,Monday,August,f
20140821,2014-08-21,21,8,2014,Thursday,August,f
20160902,2016-09-02,2,9,2016,Friday,September,f
20221105,2022-11-05,5,11,2022,Saturday,November,t
20210111,2021-01-11,11,1,2021,Monday,January,f
20230721,2023-07-21,21,7,2023,Friday,July,f
20130307,2013-03-07,7,3,2013,Thursday,March,f
20200321,2020-03-21,21,3,2020,Saturday,March,t
20120829,2012-08-29,29,8,2012,Wednesday,August,f
20161223,2016-12-23,23,12,2016,Friday,December,f
20100915,2010-09-15,15,9,2010,Wednesday,September,f
20150110,2015-01-10,10,1,2015,Saturday,January,t
20170126,2017-01-26,26,1,2017,Thursday,January,f
20171119,2017-11-19,19,11,2017,Sunday,November,t
20150605,2015-06-05,5,6,2015,Friday,June,f
20160111,2016-01-11,11,1,2016,Monday,January,f
20220204,2022-02-04,4,2,2022,Friday,February,f
20201006,2020-10-06,6,10,2020,Tuesday,October,f
20141112,2014-11-12,12,11,2014,Wednesday,November,f
20100517,2010-05-17,17,5,2010,Monday,May,f
20121023,2012-10-23,23,10,2012,Tuesday,October,f
20141115,2014-11-15,15,11,2014,Saturday,November,t
20200120,2020-01-20,20,1,2020,Monday,January,f
20240627,2024-06-27,27,6,2024,Thursday,June,f
20100715,2010-07-15,15,7,2010,Thursday,July,f
20120624,2012-06-24,24,6,2012,Sunday,June,t
20150114,2015-01-14,14,1,2015,Wednesday,January,f
20190629,2019-06-29,29,6,2019,Saturday,June,t
20191231,2019-12-31,31,12,2019,Tuesday,December,f
20200903,2020-09-03,3,9,2020,Thursday,September,f
20140310,2014-03-10,10,3,2014,Monday,March,f
20181008,2018-10-08,8,10,2018,Monday,October,f
20210727,2021-07-27,27,7,2021,Tuesday,July,f
20220202,2022-02-02,2,2,2022,Wednesday,February,f
20240410,2024-04-10,10,4,2024,Wednesday,April,f
20241219,2024-12-19,19,12,2024,Thursday,December,f
20191021,2019-10-21,21,10,2019,Monday,October,f
20230810,2023-08-10,10,8,2023,Thursday,August,f
20141217,2014-12-17,17,12,2014,Wednesday,December,f
20181121,2018-11-21,21,11,2018,Wednesday,November,f
20240518,2024-05-18,18,5,2024,Saturday,May,t
20120425,2012-04-25,25,4,2012,Wednesday,April,f
20200313,2020-03-13,13,3,2020,Friday,March,f
20111226,2011-12-26,26,12,2011,Monday,December,f
20170729,2017-07-29,29,7,2017,Saturday,July,t
20230404,2023-04-04,4,4,2023,Tuesday,April,f
20100222,2010-02-22,22,2,2010,Monday,February,f
20140510,2014-05-10,10,5,2014,Saturday,May,t
20190202,2019-02-02,2,2,2019,Saturday,February,t
20100925,2010-09-25,25,9,2010,Saturday,September,t
20150729,2015-07-29,29,7,2015,Wednesday,July,f
20190201,2019-02-01,1,2,2019,Friday,February,f
20230714,2023-07-14,14,7,2023,Friday,July,f
20130318,2013-03-18,18,3,2013,Monday,March,f
20210223,2021-02-23,23,2,2021,Tuesday,February,f
20100921,2010-09-21,21,9,2010,Tuesday,September,f
20210509,2021-05-09,9,5,2021,Sunday,May,t
20201023,2020-10-23,23,10,2020,Friday,October,f
20230822,2023-08-22,22,8,2023,Tuesday,August,f
20140517,2014-05-17,17,5,2014,Saturday,May,t
20120731,2012-07-31,31,7,2012,Tuesday,July,f
20170212,2017-02-12,12,2,2017,Sunday,February,t
20210617,2021-06-17,17,6,2021,Thursday,June,f
20220210,2022-02-10,10,2,2022,Thursday,February,f
20210208,2021-02-08,8,2,2021,Monday,February,f
20150925,2015-09-25,25,9,2015,Friday,September,f
20181017,2018-10-17,17,10,2018,Wednesday,October,f
20210525,2021-05-25,25,5,2021,Tuesday,May,f
20100316,2010-03-16,16,3,2010,Tuesday,March,f
20220724,2022-07-24,24,7,2022,Sunday,July,t
20231126,2023-11-26,26,11,2023,Sunday,November,t
20231218,2023-12-18,18,12,2023,Monday,December,f
20190716,2019-07-16,16,7,2019,Tuesday,July,f
20200817,2020-08-17,17,8,2020,Monday,August,f
20141209,2014-12-09,9,12,2014,Tuesday,December,f
20211222,2021-12-22,22,12,2021,Wednesday,December,f
20130905,2013-09-05,5,9,2013,Thursday,September,f
20140923,2014-09-23,23,9,2014,Tuesday,September,f
20161209,2016-12-09,9,12,2016,Friday,December,f
20181210,2018-12-10,10,12,2018,Monday,December,f
20241005,2024-10-05,5,10,2024,Saturday,October,t
20200923,2020-09-23,23,9,2020,Wednesday,September,f
20110504,2011-05-04,4,5,2011,Wednesday,May,f
20210429,2021-04-29,29,4,2021,Thursday,April,f
20210602,2021-06-02,2,6,2021,Wednesday,June,f
20170916,2017-09-16,16,9,2017,Saturday,September,t
20100328,2010-03-28,28,3,2010,Sunday,March,t
20100518,2010-05-18,18,5,2010,Tuesday,May,f
20101115,2010-11-15,15,11,2010,Monday,November,f
20100408,2010-04-08,8,4,2010,Thursday,April,f
20210611,2021-06-11,11,6,2021,Friday,June,f
20140216,2014-02-16,16,2,2014,Sunday,February,t
20110402,2011-04-02,2,4,2011,Saturday,April,t
20230930,2023-09-30,30,9,2023,Saturday,September,t
20110223,2011-02-23,23,2,2011,Wednesday,February,f
20210905,2021-09-05,5,9,2021,Sunday,September,t
20110207,2011-02-07,7,2,2011,Monday,February,f
20110628,2011-06-28,28,6,2011,Tuesday,June,f
20131112,2013-11-12,12,11,2013,Tuesday,November,f
20210823,2021-08-23,23,8,2021,Monday,August,f
20240821,2024-08-21,21,8,2024,Wednesday,August,f
20180227,2018-02-27,27,2,2018,Tuesday,February,f
20190903,2019-09-03,3,9,2019,Tuesday,September,f
20160722,2016-07-22,22,7,2016,Friday,July,f
20141029,2014-10-29,29,10,2014,Wednesday,October,f
20160312,2016-03-12,12,3,2016,Saturday,March,t
20231227,2023-12-27,27,12,2023,Wednesday,December,f
20240416,2024-04-16,16,4,2024,Tuesday,April,f
20150713,2015-07-13,13,7,2015,Monday,July,f
20100629,2010-06-29,29,6,2010,Tuesday,June,f
20241107,2024-11-07,7,11,2024,Thursday,November,f
20191003,2019-10-03,3,10,2019,Thursday,October,f
20130725,2013-07-25,25,7,2013,Thursday,July,f
20101112,2010-11-12,12,11,2010,Friday,November,f
20100928,2010-09-28,28,9,2010,Tuesday,September,f
20110129,2011-01-29,29,1,2011,Saturday,January,t
20210626,2021-06-26,26,6,2021,Saturday,June,t
20140816,2014-08-16,16,8,2014,Saturday,August,t
20150221,2015-02-21,21,2,2015,Saturday,February,t
20160419,2016-04-19,19,4,2016,Tuesday,April,f
20200523,2020-05-23,23,5,2020,Saturday,May,t
20171014,2017-10-14,14,10,2017,Saturday,October,t
20171117,2017-11-17,17,11,2017,Friday,November,f
20170924,2017-09-24,24,9,2017,Sunday,September,t
20120523,2012-05-23,23,5,2012,Wednesday,May,f
20201211,2020-12-11,11,12,2020,Friday,December,f
20190502,2019-05-02,2,5,2019,Thursday,May,f
20160915,2016-09-15,15,9,2016,Thursday,September,f
20130926,2013-09-26,26,9,2013,Thursday,September,f
20191005,2019-10-05,5,10,2019,Saturday,October,t
20170919,2017-09-19,19,9,2017,Tuesday,September,f
20100829,2010-08-29,29,8,2010,Sunday,August,t
20211206,2021-12-06,6,12,2021,Monday,December,f
20100616,2010-06-16,16,6,2010,Wednesday,June,f
20151204,2015-12-04,4,12,2015,Friday,December,f
20190610,2019-06-10,10,6,2019,Monday,June,f
20241108,2024-11-08,8,11,2024,Friday,November,f
20160624,2016-06-24,24,6,2016,Friday,June,f
20151113,2015-11-13,13,11,2015,Friday,November,f
20111128,2011-11-28,28,11,2011,Monday,November,f
20110418,2011-04-18,18,4,2011,Monday,April,f
20110405,2011-04-05,5,4,2011,Tuesday,April,f
20191002,2019-10-02,2,10,2019,Wednesday,October,f
20200901,2020-09-01,1,9,2020,Tuesday,September,f
20110422,2011-04-22,22,4,2011,Friday,April,f
20141022,2014-10-22,22,10,2014,Wednesday,October,f
20170618,2017-06-18,18,6,2017,Sunday,June,t
20220806,2022-08-06,6,8,2022,Saturday,August,t
20220711,2022-07-11,11,7,2022,Monday,July,f
20200926,2020-09-26,26,9,2020,Saturday,September,t
20220407,2022-04-07,7,4,2022,Thursday,April,f
20201227,2020-12-27,27,12,2020,Sunday,December,t
20110611,2011-06-11,11,6,2011,Saturday,June,t
20230522,2023-05-22,22,5,2023,Monday,May,f
20181211,2018-12-11,11,12,2018,Tuesday,December,f
20221221,2022-12-21,21,12,2022,Wednesday,December,f
20120619,2012-06-19,19,6,2012,Tuesday,June,f
20150215,2015-02-15,15,2,2015,Sunday,February,t
20220618,2022-06-18,18,6,2022,Saturday,June,t
20230722,2023-07-22,22,7,2023,Saturday,July,t
20150919,2015-09-19,19,9,2015,Saturday,September,t
20221024,2022-10-24,24,10,2022,Monday,October,f
20210822,2021-08-22,22,8,2021,Sunday,August,t
20230106,2023-01-06,6,1,2023,Friday,January,f
20240319,2024-03-19,19,3,2024,Tuesday,March,f
20160313,2016-03-13,13,3,2016,Sunday,March,t
20121205,2012-12-05,5,12,2012,Wednesday,December,f
20100319,2010-03-19,19,3,2010,Friday,March,f
20141220,2014-12-20,20,12,2014,Saturday,December,t
20180307,2018-03-07,7,3,2018,Wednesday,March,f
20191022,2019-10-22,22,10,2019,Tuesday,October,f
20120721,2012-07-21,21,7,2012,Saturday,July,t
20100613,2010-06-13,13,6,2010,Sunday,June,t
20140329,2014-03-29,29,3,2014,Saturday,March,t
20150913,2015-09-13,13,9,2015,Sunday,September,t
20100127,2010-01-27,27,1,2010,Wednesday,January,f
20181205,2018-12-05,5,12,2018,Wednesday,December,f
20140701,2014-07-01,1,7,2014,Tuesday,July,f
20240407,2024-04-07,7,4,2024,Sunday,April,t
20201115,2020-11-15,15,11,2020,Sunday,November,t
20170504,2017-05-04,4,5,2017,Thursday,May,f
20170909,2017-09-09,9,9,2017,Saturday,September,t
20210220,2021-02-20,20,2,2021,Saturday,February,t
20170117,2017-01-17,17,1,2017,Tuesday,January,f
20120607,2012-06-07,7,6,2012,Thursday,June,f
20181004,2018-10-04,4,10,2018,Thursday,October,f
20151226,2015-12-26,26,12,2015,Saturday,December,t
20210621,2021-06-21,21,6,2021,Monday,June,f
20160808,2016-08-08,8,8,2016,Monday,August,f
20150618,2015-06-18,18,6,2015,Thursday,June,f
20160707,2016-07-07,7,7,2016,Thursday,July,f
20131223,2013-12-23,23,12,2013,Monday,December,f
20181007,2018-10-07,7,10,2018,Sunday,October,t
20191110,2019-11-10,10,11,2019,Sunday,November,t
20110906,2011-09-06,6,9,2011,Tuesday,September,f
20130216,2013-02-16,16,2,2013,Saturday,February,t
20231029,2023-10-29,29,10,2023,Sunday,October,t
20150903,2015-09-03,3,9,2015,Thursday,September,f
20100618,2010-06-18,18,6,2010,Friday,June,f
20170222,2017-02-22,22,2,2017,Wednesday,February,f
20140804,2014-08-04,4,8,2014,Monday,August,f
20200117,2020-01-17,17,1,2020,Friday,January,f
20110619,2011-06-19,19,6,2011,Sunday,June,t
20160704,2016-07-04,4,7,2016,Monday,July,f
20190215,2019-02-15,15,2,2019,Friday,February,f
20210920,2021-09-20,20,9,2021,Monday,September,f
20240129,2024-01-29,29,1,2024,Monday,January,f
20210217,2021-02-17,17,2,2021,Wednesday,February,f
20150406,2015-04-06,6,4,2015,Monday,April,f
20210331,2021-03-31,31,3,2021,Wednesday,March,f
20170905,2017-09-05,5,9,2017,Tuesday,September,f
20210511,2021-05-11,11,5,2021,Tuesday,May,f
20150622,2015-06-22,22,6,2015,Monday,June,f
20231002,2023-10-02,2,10,2023,Monday,October,f
20211127,2021-11-27,27,11,2021,Saturday,November,t
20170428,2017-04-28,28,4,2017,Friday,April,f
20190211,2019-02-11,11,2,2019,Monday,February,f
20170310,2017-03-10,10,3,2017,Friday,March,f
20100731,2010-07-31,31,7,2010,Saturday,July,t
20170223,2017-02-23,23,2,2017,Thursday,February,f
20220707,2022-07-07,7,7,2022,Thursday,July,f
20200512,2020-05-12,12,5,2020,Tuesday,May,f
20181203,2018-12-03,3,12,2018,Monday,December,f
20141031,2014-10-31,31,10,2014,Friday,October,f
20180219,2018-02-19,19,2,2018,Monday,February,f
20230304,2023-03-04,4,3,2023,Saturday,March,t
20230506,2023-05-06,6,5,2023,Saturday,May,t
20130522,2013-05-22,22,5,2013,Wednesday,May,f
20161105,2016-11-05,5,11,2016,Saturday,November,t
20100202,2010-02-02,2,2,2010,Tuesday,February,f
20190319,2019-03-19,19,3,2019,Tuesday,March,f
20120101,2012-01-01,1,1,2012,Sunday,January,t
20130711,2013-07-11,11,7,2013,Thursday,July,f
20180705,2018-07-05,5,7,2018,Thursday,July,f
20231205,2023-12-05,5,12,2023,Tuesday,December,f
20150724,2015-07-24,24,7,2015,Friday,July,f
20120728,2012-07-28,28,7,2012,Saturday,July,t
20240425,2024-04-25,25,4,2024,Thursday,April,f
20170506,2017-05-06,6,5,2017,Saturday,May,t
20110726,2011-07-26,26,7,2011,Tuesday,July,f
20181126,2018-11-26,26,11,2018,Monday,November,f
20130924,2013-09-24,24,9,2013,Tuesday,September,f
20211002,2021-10-02,2,10,2021,Saturday,October,t
20180210,2018-02-10,10,2,2018,Saturday,February,t
20230324,2023-03-24,24,3,2023,Friday,March,f
20200814,2020-08-14,14,8,2020,Friday,August,f
20210120,2021-01-20,20,1,2021,Wednesday,January,f
20230831,2023-08-31,31,8,2023,Thursday,August,f
20170623,2017-06-23,23,6,2017,Friday,June,f
20240210,2024-02-10,10,2,2024,Saturday,February,t
20240306,2024-03-06,6,3,2024,Wednesday,March,f
20231224,2023-12-24,24,12,2023,Sunday,December,t
20120117,2012-01-17,17,1,2012,Tuesday,January,f
20150601,2015-06-01,1,6,2015,Monday,June,f
20170530,2017-05-30,30,5,2017,Tuesday,May,f
20131108,2013-11-08,8,11,2013,Friday,November,f
20210613,2021-06-13,13,6,2021,Sunday,June,t
20210824,2021-08-24,24,8,2021,Tuesday,August,f
20180508,2018-05-08,8,5,2018,Tuesday,May,f
20140331,2014-03-31,31,3,2014,Monday,March,f
20221011,2022-10-11,11,10,2022,Tuesday,October,f
20210410,2021-04-10,10,4,2021,Saturday,April,t
20131024,2013-10-24,24,10,2013,Thursday,October,f
20190619,2019-06-19,19,6,2019,Wednesday,June,f
20100331,2010-03-31,31,3,2010,Wednesday,March,f
20210912,2021-09-12,12,9,2021,Sunday,September,t
20140924,2014-09-24,24,9,2014,Wednesday,September,f
20230530,2023-05-30,30,5,2023,Tuesday,May,f
20160226,2016-02-26,26,2,2016,Friday,February,f
20100803,2010-08-03,3,8,2010,Tuesday,August,f
20140325,2014-03-25,25,3,2014,Tuesday,March,f
20220428,2022-04-28,28,4,2022,Thursday,April,f
20150421,2015-04-21,21,4,2015,Tuesday,April,f
20180104,2018-01-04,4,1,2018,Thursday,January,f
20221228,2022-12-28,28,12,2022,Wednesday,December,f
20170624,2017-06-24,24,6,2017,Saturday,June,t
20140607,2014-06-07,7,6,2014,Saturday,June,t
20240615,2024-06-15,15,6,2024,Saturday,June,t
20170814,2017-08-14,14,8,2017,Monday,August,f
20140321,2014-03-21,21,3,2014,Friday,March,f
20171008,2017-10-08,8,10,2017,Sunday,October,t
20110205,2011-02-05,5,2,2011,Saturday,February,t
20200629,2020-06-29,29,6,2020,Monday,June,f
20230302,2023-03-02,2,3,2023,Thursday,March,f
20120920,2012-09-20,20,9,2012,Thursday,September,f
20160323,2016-03-23,23,3,2016,Wednesday,March,f
20170116,2017-01-16,16,1,2017,Monday,January,f
20181001,2018-10-01,1,10,2018,Monday,October,f
20210711,2021-07-11,11,7,2021,Sunday,July,t
20200111,2020-01-11,11,1,2020,Saturday,January,t
20130530,2013-05-30,30,5,2013,Thursday,May,f
20240623,2024-06-23,23,6,2024,Sunday,June,t
20130920,2013-09-20,20,9,2013,Friday,September,f
20241025,2024-10-25,25,10,2024,Friday,October,f
20191105,2019-11-05,5,11,2019,Tuesday,November,f
20180820,2018-08-20,20,8,2018,Monday,August,f
20170917,2017-09-17,17,9,2017,Sunday,September,t
20180916,2018-09-16,16,9,2018,Sunday,September,t
20160107,2016-01-07,7,1,2016,Thursday,January,f
20170611,2017-06-11,11,6,2017,Sunday,June,t
20171106,2017-11-06,6,11,2017,Monday,November,f
20140417,2014-04-17,17,4,2014,Thursday,April,f
20121107,2012-11-07,7,11,2012,Wednesday,November,f
20220726,2022-07-26,26,7,2022,Tuesday,July,f
20170801,2017-08-01,1,8,2017,Tuesday,August,f
20220304,2022-03-04,4,3,2022,Friday,March,f
20200907,2020-09-07,7,9,2020,Monday,September,f
20150214,2015-02-14,14,2,2015,Saturday,February,t
20211004,2021-10-04,4,10,2021,Monday,October,f
20180426,2018-04-26,26,4,2018,Thursday,April,f
20180621,2018-06-21,21,6,2018,Thursday,June,f
20240917,2024-09-17,17,9,2024,Tuesday,September,f
20120314,2012-03-14,14,3,2012,Wednesday,March,f
20190626,2019-06-26,26,6,2019,Wednesday,June,f
20180518,2018-05-18,18,5,2018,Friday,May,f
20221224,2022-12-24,24,12,2022,Saturday,December,t
20150519,2015-05-19,19,5,2015,Tuesday,May,f
20180904,2018-09-04,4,9,2018,Tuesday,September,f
20231026,2023-10-26,26,10,2023,Thursday,October,f
20160429,2016-04-29,29,4,2016,Friday,April,f
20120609,2012-06-09,9,6,2012,Saturday,June,t
20101218,2010-12-18,18,12,2010,Saturday,December,t
20151220,2015-12-20,20,12,2015,Sunday,December,t
20100918,2010-09-18,18,9,2010,Saturday,September,t
20101220,2010-12-20,20,12,2010,Monday,December,f
20190227,2019-02-27,27,2,2019,Wednesday,February,f
20130410,2013-04-10,10,4,2013,Wednesday,April,f
20210201,2021-02-01,1,2,2021,Monday,February,f
20130811,2013-08-11,11,8,2013,Sunday,August,t
20180501,2018-05-01,1,5,2018,Tuesday,May,f
20221104,2022-11-04,4,11,2022,Friday,November,f
20180205,2018-02-05,5,2,2018,Monday,February,f
20231115,2023-11-15,15,11,2023,Wednesday,November,f
20101102,2010-11-02,2,11,2010,Tuesday,November,f
20160824,2016-08-24,24,8,2016,Wednesday,August,f
20170420,2017-04-20,20,4,2017,Thursday,April,f
20211118,2021-11-18,18,11,2021,Thursday,November,f
20240224,2024-02-24,24,2,2024,Saturday,February,t
20120428,2012-04-28,28,4,2012,Saturday,April,t
20221227,2022-12-27,27,12,2022,Tuesday,December,f
20230403,2023-04-03,3,4,2023,Monday,April,f
20230902,2023-09-02,2,9,2023,Saturday,September,t
20170907,2017-09-07,7,9,2017,Thursday,September,f
20160124,2016-01-24,24,1,2016,Sunday,January,t
20160809,2016-08-09,9,8,2016,Tuesday,August,f
20190804,2019-08-04,4,8,2019,Sunday,August,t
20130328,2013-03-28,28,3,2013,Thursday,March,f
20111221,2011-12-21,21,12,2011,Wednesday,December,f
20231014,2023-10-14,14,10,2023,Saturday,October,t
20221027,2022-10-27,27,10,2022,Thursday,October,f
20210729,2021-07-29,29,7,2021,Thursday,July,f
20130310,2013-03-10,10,3,2013,Sunday,March,t
20130220,2013-02-20,20,2,2013,Wednesday,February,f
20240521,2024-05-21,21,5,2024,Tuesday,May,f
20140917,2014-09-17,17,9,2014,Wednesday,September,f
20221119,2022-11-19,19,11,2022,Saturday,November,t
20120704,2012-07-04,4,7,2012,Wednesday,July,f
20140204,2014-02-04,4,2,2014,Tuesday,February,f
20210625,2021-06-25,25,6,2021,Friday,June,f
20231226,2023-12-26,26,12,2023,Tuesday,December,f
20210405,2021-04-05,5,4,2021,Monday,April,f
20110824,2011-08-24,24,8,2011,Wednesday,August,f
20160302,2016-03-02,2,3,2016,Wednesday,March,f
20151027,2015-10-27,27,10,2015,Tuesday,October,f
20200711,2020-07-11,11,7,2020,Saturday,July,t
20101107,2010-11-07,7,11,2010,Sunday,November,t
20150914,2015-09-14,14,9,2015,Monday,September,f
20160712,2016-07-12,12,7,2016,Tuesday,July,f
20180905,2018-09-05,5,9,2018,Wednesday,September,f
20130607,2013-06-07,7,6,2013,Friday,June,f
20101209,2010-12-09,9,12,2010,Thursday,December,f
20130302,2013-03-02,2,3,2013,Saturday,March,t
20120808,2012-08-08,8,8,2012,Wednesday,August,f
20210604,2021-06-04,4,6,2021,Friday,June,f
20150711,2015-07-11,11,7,2015,Saturday,July,t
20160729,2016-07-29,29,7,2016,Friday,July,f
20241120,2024-11-20,20,11,2024,Wednesday,November,f
20240907,2024-09-07,7,9,2024,Saturday,September,t
20231203,2023-12-03,3,12,2023,Sunday,December,t
20121003,2012-10-03,3,10,2012,Wednesday,October,f
20121001,2012-10-01,1,10,2012,Monday,October,f
20221110,2022-11-10,10,11,2022,Thursday,November,f
20181023,2018-10-23,23,10,2018,Tuesday,October,f
20190714,2019-07-14,14,7,2019,Sunday,July,t
20170702,2017-07-02,2,7,2017,Sunday,July,t
20201124,2020-11-24,24,11,2020,Tuesday,November,f
20230501,2023-05-01,1,5,2023,Monday,May,f
20120729,2012-07-29,29,7,2012,Sunday,July,t
20170914,2017-09-14,14,9,2017,Thursday,September,f
20191117,2019-11-17,17,11,2019,Sunday,November,t
20111115,2011-11-15,15,11,2011,Tuesday,November,f
20200419,2020-04-19,19,4,2020,Sunday,April,t
20220530,2022-05-30,30,5,2022,Monday,May,f
20120925,2012-09-25,25,9,2012,Tuesday,September,f
20190627,2019-06-27,27,6,2019,Thursday,June,f
20180824,2018-08-24,24,8,2018,Friday,August,f
20240114,2024-01-14,14,1,2024,Sunday,January,t
20140720,2014-07-20,20,7,2014,Sunday,July,t
20171207,2017-12-07,7,12,2017,Thursday,December,f
20190203,2019-02-03,3,2,2019,Sunday,February,t
20101120,2010-11-20,20,11,2010,Saturday,November,t
20210810,2021-08-10,10,8,2021,Tuesday,August,f
20161220,2016-12-20,20,12,2016,Tuesday,December,f
20140501,2014-05-01,1,5,2014,Thursday,May,f
20140617,2014-06-17,17,6,2014,Tuesday,June,f
20131005,2013-10-05,5,10,2013,Saturday,October,t
20230322,2023-03-22,22,3,2023,Wednesday,March,f
20100724,2010-07-24,24,7,2010,Saturday,July,t
20140719,2014-07-19,19,7,2014,Saturday,July,t
20240604,2024-06-04,4,6,2024,Tuesday,June,f
20220423,2022-04-23,23,4,2022,Saturday,April,t
20231110,2023-11-10,10,11,2023,Friday,November,f
20200518,2020-05-18,18,5,2020,Monday,May,f
20160421,2016-04-21,21,4,2016,Thursday,April,f
20150531,2015-05-31,31,5,2015,Sunday,May,t
20121209,2012-12-09,9,12,2012,Sunday,December,t
20200816,2020-08-16,16,8,2020,Sunday,August,t
20130409,2013-04-09,9,4,2013,Tuesday,April,f
20170912,2017-09-12,12,9,2017,Tuesday,September,f
20140525,2014-05-25,25,5,2014,Sunday,May,t
20100311,2010-03-11,11,3,2010,Thursday,March,f
20150610,2015-06-10,10,6,2015,Wednesday,June,f
20170118,2017-01-18,18,1,2017,Wednesday,January,f
20161227,2016-12-27,27,12,2016,Tuesday,December,f
20180605,2018-06-05,5,6,2018,Tuesday,June,f
20190906,2019-09-06,6,9,2019,Friday,September,f
20150403,2015-04-03,3,4,2015,Friday,April,f
20160916,2016-09-16,16,9,2016,Friday,September,f
20150304,2015-03-04,4,3,2015,Wednesday,March,f
20211104,2021-11-04,4,11,2021,Thursday,November,f
20190529,2019-05-29,29,5,2019,Wednesday,May,f
20101009,2010-10-09,9,10,2010,Saturday,October,t
20140818,2014-08-18,18,8,2014,Monday,August,f
20201212,2020-12-12,12,12,2020,Saturday,December,t
20170102,2017-01-02,2,1,2017,Monday,January,f
20110624,2011-06-24,24,6,2011,Friday,June,f
