weather_fact_key,date_key,time_key,weather_key,temperature_2m,dewpoint_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,windspeed_10m
59379,20170813,1900,575,19.7,13.7,19.9,0,0,0,0,6.6
59380,20180303,1900,1371,-5.5,-12.2,-10.9,0,0,0,0.04,13.8
59381,20171125,1900,17009,5.6,4.1,2.6,0.2,0.2,0,0,11
59382,20180215,1900,11019,-0.7,-4.8,-4.5,0,0,0,0.03,7.6
59383,20190222,1900,608,-1.5,-9,-6.7,0,0,0,0,13.9
59384,20171015,1900,19708,15.3,12.1,14.9,0,0,0,0,7.1
59385,20180715,1900,12341,24.2,10.8,23.1,0,0,0,0,8.8
59386,20190808,1900,10273,22.2,14.1,22.6,0,0,0,0,6.8
59387,20170723,1900,4911,22.7,15.6,23.7,0,0,0,0,5.9
59388,20180831,1900,17395,19.1,14.3,19.5,0.4,0.4,0,0,6.6
59389,20171021,1900,8052,10.5,10.4,10.1,0,0,0,0,3.9
59390,20170712,1900,767,21.7,15.9,21.4,1.5,1.5,0,0,15.3
59391,20180123,1900,19764,-1.7,-2.8,-5.7,0,0,0,0.09,9.8
59392,20170519,1900,23743,23.1,8,19.8,0,0,0,0,19.2
59393,20170903,1900,5749,14,8.4,11.5,0,0,0,0,14.3
59394,20170126,1900,21540,-3.8,-6.4,-7.9,0,0,0,0.05,8.3
59395,20181023,1900,20142,10.5,3.2,5.4,0,0,0,0,24.1
59396,20170412,1900,8317,12,4.2,9.3,0,0,0,0,8.7
59397,20170215,1900,2324,4.2,-5.2,1.2,0,0,0,0.03,1.6
59398,20180502,1900,10182,19.3,15.2,19.9,0.2,0.2,0,0,7.6
59399,20180325,1900,15341,3.4,-2.1,-1,0,0,0,0,13.6
59400,20180714,1900,1393,23.6,11.9,23.4,0,0,0,0,5.2
59401,20190713,1900,17440,18.1,13.4,17.4,0,0,0,0,12.8
59402,20190130,1900,16,-2.5,-4.2,-6.3,0,0,0,0.06,7.3
59403,20180901,1900,20108,18.5,17.2,19.9,1.5,1.5,0,0,8.4
59404,20170222,1900,1961,9.5,4.7,5.8,0,0,0,0,16.1
59405,20181104,1900,15862,11.2,9.8,10.1,0,0,0,0,7.3
59406,20180523,1900,9769,20.4,14.4,20,0,0,0,0,12.6
59407,20190223,1900,1812,-3.9,-12.8,-8.3,0,0,0,0,6.6
59408,20170219,1900,5738,2.2,0.8,-0.8,0,0,0,0.01,6.5
59409,20180408,1900,14118,14.6,6.5,10.4,0,0,0,0,23.1
59410,20170110,1900,2025,-7.2,-13.5,-12.9,0,0,0,0.03,15.6
59411,20190727,1900,16140,21.8,15.3,21.7,0,0,0,0,12.9
59412,20190105,1900,3280,3.2,1,-1,0,0,0,0.03,14.9
59413,20170506,1900,15261,15.2,11.7,13.3,0,0,0,0,16.6
59414,20180922,1900,20566,14.9,4.7,12.6,0,0,0,0,6.8
59415,20181126,1900,11309,3.5,0.3,-1.8,0,0,0,0,21.6
59416,20180124,1900,7303,1.9,1.1,-1.3,0,0,0,0.08,8.7
59417,20170925,1900,23622,12.3,11.1,11.4,0,0,0,0,8.1
59418,20171230,1900,4150,0.4,-0.8,-4.1,0.4,0,0.28,0.01,14.9
59419,20190406,1900,24619,8.7,4.5,6.1,0,0,0,0,8.9
59420,20170511,1900,16647,15,9.1,13.4,0,0,0,0,9.1
59421,20190903,1900,16824,14.5,7.6,12.7,0,0,0,0,7.5
59422,20170328,1900,18800,9.7,4.8,6.6,0,0,0,0,12.9
59423,20181130,1900,21761,-3.1,-7.5,-8.5,0,0,0,0,16.6
59424,20190704,1900,12873,22.8,7.7,21.5,0,0,0,0,4.7
59425,20191012,1900,7395,9.9,9,8.5,0,0,0,0,7.6
59426,20180713,1900,12356,23.3,11.7,22.4,0,0,0,0,9.3
59427,20190705,1900,10675,23.4,8.1,21.9,0,0,0,0,6.6
59428,20170603,1900,24339,25.7,5.9,22.9,0,0,0,0,12.2
59429,20170614,1900,19726,20.8,6.3,17.9,0,0,0,0,13.3
59430,20180317,1900,8160,-2.9,-8.8,-10,0.1,0,0.07,0,26.8
59431,20190224,1900,16425,0.5,-6.2,-3.4,0,0,0,0,6.4
59432,20171207,1900,12177,-1.6,-2.6,-5.3,0,0,0,0.03,8.1
59433,20190923,1900,24875,14.4,11.1,13.6,0,0,0,0,7.5
59434,20190508,1900,1961,14.1,3.8,9.3,0,0,0,0,22.8
59435,20170609,1900,10553,23.4,6.8,21,0,0,0,0,10.9
59436,20170628,1900,7659,27.2,16.7,26.3,0,0,0,0,22.3
59437,20180602,1900,4568,22.7,14.8,22.9,0,0,0,0,9.7
59438,20180712,1900,15139,20.6,11.9,20.5,0,0,0,0,4.5
59439,20190928,1900,2744,13.2,12.1,12.8,0,0,0,0,7.1
59440,20191022,1900,8468,14,13.1,14.2,0,0,0,0,5.4
59441,20171022,1900,5340,7.9,7,6.3,0,0,0,0,5.8
59442,20170309,1900,19701,7.1,3.2,4.5,0,0,0,0,7.5
59443,20191008,1900,8102,10.4,7.6,8,0.4,0.4,0,0,12.3
59444,20180728,1900,13545,26.2,18.1,27.7,0,0,0,0,10
59445,20191105,1900,24155,8.5,7.7,7.2,0,0,0,0,5
59446,20190929,1900,17408,16.2,12.6,15.4,0,0,0,0,11
59447,20170317,1900,13033,10.9,5.9,8.4,0.4,0.4,0,0,10
59448,20180125,1900,24601,0.8,-1.6,-3.3,0,0,0,0.07,12.3
59449,20190601,1900,3056,20.2,16.3,21.6,0,0,0,0,5.9
59450,20190913,1900,21790,19.4,13.9,19.3,0,0,0,0,8.9
59451,20171124,1900,23197,5,4.5,2.4,0,0,0,0,8.3
59452,20180519,1900,13974,16.2,11.9,15.7,0,0,0,0,6.9
59453,20171008,1900,7050,10.7,8,8.4,0.2,0.2,0,0,12.4
59454,20190606,1900,19499,19,17,21.2,0,0,0,0,2.3
59455,20190225,1900,6684,5.5,-3.2,1.1,0,0,0,0,12.9
59456,20170607,1900,20952,17.8,4.7,15.1,0,0,0,0,9.7
59457,20180326,1900,12436,4,-0.4,1.1,0,0,0,0,5.4
59458,20180711,1900,2763,18.6,13.7,18.6,0,0,0,0,8.3
59459,20170822,1900,4877,17.3,7.1,14.9,0,0,0,0,11.2
59460,20171228,1900,298,3.2,0,-1,0.1,0.1,0,0,14
59461,20170807,1900,21663,20,9.8,18.2,0,0,0,0,12.6
59462,20180508,1900,14750,17.3,11.4,15.6,0,0,0,0,14.3
59463,20170924,1900,21042,12.1,10.9,11.6,0,0,0,0,5.1
59464,20170129,1900,10118,-5.3,-8.5,-9.1,0,0,0,0.05,4.6
59465,20181010,1900,4879,14.2,10.4,13.2,0,0,0,0,7.9
59466,20190430,1900,23901,13.6,6.5,10.3,0,0,0,0,16.7
59467,20171118,1900,23563,3.7,1.5,0.8,0,0,0,0,6.8
59468,20191104,1900,20284,9.9,6.8,8.3,0,0,0,0,5.8
59469,20170220,1900,13087,3.7,0.2,0.1,0,0,0,0.01,10.2
59470,20190914,1900,23629,12.6,8.7,11.2,0,0,0,0,7.7
59471,20190930,1900,18843,14.8,7.4,11.4,0,0,0,0,18.3
59472,20190104,1900,21609,-0.2,-2.7,-4,0.2,0,0.14,0.03,8.6
59473,20180507,1900,8841,18.6,4.5,15.4,0,0,0,0,12.7
59474,20190407,1900,16668,11.4,6.4,9.5,0,0,0,0,6.7
59475,20170116,1900,11804,-9,-10.1,-13.9,0,0,0,0.06,11.2
59476,20180310,1900,16854,6.4,4.4,3.9,0,0,0,0,8.2
59477,20181102,1900,18908,12,10.2,11.2,0,0,0,0,5.9
59478,20180601,1900,23723,21.6,18.3,24,0,0,0,0,4.1
59479,20190226,1900,24139,7.1,2,3.3,0,0,0,0,13.9
59480,20190625,1900,22656,27.7,18.4,29.4,0,0,0,0,9.1
59481,20170818,1900,15288,28,14.6,27.5,0,0,0,0,14.1
59482,20180305,1900,23964,-1.7,-6.4,-5.7,0,0,0,0.04,7.2
59483,20170705,1900,252,25.2,11.4,24.5,0,0,0,0,7.3
59484,20180126,1900,4549,1.6,0.6,-1.1,0,0,0,0.06,5
59485,20180324,1900,23093,3.8,-2.3,-0.2,0,0,0,0,10.6
59486,20170721,1900,5977,23.8,16.8,25.3,0,0,0,0,6
59487,20190726,1900,16459,28.6,12.9,27.6,0,0,0,0,13.4
59488,20170315,1900,4989,7.2,2.3,4,0,0,0,0,9.9
59489,20181214,1900,15088,-1.3,-4.8,-5.5,0,0,0,0.01,9.9
59490,20180807,1900,6443,28.5,16.8,29.2,0,0,0,0,11.4
59491,20170322,1900,12941,4.7,2.4,1.4,0,0,0,0,11.1
59492,20180902,1900,13168,18,17.7,20.3,3.3,3.3,0,0,3.1
59493,20171003,1900,6399,10.1,7.9,8,0,0,0,0,10.3
59494,20170902,1900,5868,15.5,7.2,13.2,0,0,0,0,10.9
59495,20180710,1900,19627,19,16.6,20.9,0.2,0.2,0,0,3.3
59496,20170514,1900,7664,17.1,12.9,16.8,0,0,0,0,8.1
59497,20170308,1900,930,4.9,0,1.6,0,0,0,0,8.2
59498,20180515,1900,22864,12.1,10.1,11.4,0.2,0.2,0,0,5.1
59499,20170930,1900,13237,11.3,5,8.6,0,0,0,0,10.6
59500,20170306,1900,997,2.6,-0.1,-1.1,0,0,0,0,10.5
59501,20171201,1900,23323,-3.4,-4.5,-6.7,0,0,0,0.09,3.6
59502,20190117,1900,14259,4.1,1.1,0.9,0,0,0,0.01,8.4
59503,20190227,1900,14390,5.7,-0.5,2.3,0,0,0,0,8
59504,20180516,1900,16060,13.8,10.5,13.2,0,0,0,0,4.8
59505,20181105,1900,11355,10.6,7.9,8.4,0,0,0,0,11.2
59506,20170612,1900,11946,25.2,12.8,23.6,0,0,0,0,17.3
59507,20190612,1900,4837,26.7,16.6,26.3,0,0,0,0,19
59508,20170923,1900,4993,12.4,9.9,10.2,0.1,0.1,0,0,15
59509,20180216,1900,17213,-0.5,-1.7,-3.3,0,0,0,0.04,3.1
59510,20171023,1900,17305,8.9,5.9,4.7,0,0,0,0,21.7
59511,20171212,1900,5340,4.2,-1.1,0.8,0,0,0,0,7.6
59512,20180421,1900,13866,23.5,8,21.8,0,0,0,0,8
59513,20190525,1900,18117,17.6,15.1,18.3,0,0,0,0,6.9
59514,20190902,1900,11070,14.1,11.8,12.5,0.4,0.4,0,0,14.3
59515,20180709,1900,14839,24.5,10.6,22.9,0,0,0,0,11.9
59516,20180930,1900,22673,9.6,1.4,6.5,0,0,0,0,8.4
59517,20190916,1900,1719,17.4,11.8,17,0,0,0,0,6.7
59518,20190103,1900,14954,-2.7,-7.2,-8.2,0,0,0,0.01,17.5
59519,20190131,1900,6490,-1,-2.2,-4.8,0,0,0,0.06,9.2
59520,20190423,1900,19202,9.7,8.2,5.6,0.5,0.5,0,0,24.7
59521,20190408,1900,18772,13,2.2,9.6,0,0,0,0,11
59522,20170810,1900,16998,25.3,18.1,27.3,0,0,0,0,6.3
59523,20190810,1900,3772,21.1,18.9,22.6,1.9,1.9,0,0,12.3
59524,20180903,1900,24360,19.5,15.7,20.7,0.3,0.3,0,0,5.2
59525,20170408,1900,22821,11.4,5.4,8.8,0,0,0,0,10
59526,20181007,1900,4276,15.2,12.9,15,0,0,0,0,7.2
59527,20190228,1900,15563,7.9,2.6,5,0,0,0,0,8.5
59528,20180111,1900,23052,3,2.1,-0.1,0,0,0,0.03,9.2
59529,20180409,1900,24977,16.3,7.8,13.8,0,0,0,0,12.8
59530,20180127,1900,5810,1,-0.1,-2,0,0,0,0.05,5.7
59531,20180304,1900,6987,-2.3,-8.4,-6.9,0,0,0,0.04,9.7
59532,20180327,1900,24119,1.7,0.7,-1.6,0,0,0,0,8.7
59533,20190429,1900,20347,10.2,5.3,7.6,0,0,0,0,10.2
59534,20181119,1900,18291,-0.3,-3.1,-5.7,0,0,0,0.01,19.4
59535,20190725,1900,9294,31,12.4,31.2,0,0,0,0,3.4
59536,20180531,1900,1794,23.9,15.2,24.6,0,0,0,0,6.9
59537,20181206,1900,6365,0.4,-1,-2.7,0,0,0,0,5.6
59538,20171227,1900,21328,6.7,4,1.9,0,0,0,0,23.2
59539,20190813,1900,18563,19.7,11.5,19.1,0,0,0,0,7.1
59540,20181127,1900,23362,-0.5,-6.2,-5.2,0,0,0,0,12.2
59541,20180414,1900,7271,12.6,7,10.5,0,0,0,0,9
59542,20190712,1900,7766,19.1,14.1,19.8,0,0,0,0,4.5
59543,20170625,1900,14565,20.8,18,22.5,0.2,0.2,0,0,7.9
59544,20190608,1900,22168,19.1,13.3,19.4,0,0,0,0,5.6
59545,20180428,1900,22625,19,10.7,18,0,0,0,0,8.1
59546,20180708,1900,17880,22.9,10.4,21,0,0,0,0,13.7
59547,20180820,1900,1680,27,11.6,26.5,0,0,0,0,6.7
59548,20171217,1900,19605,-1.9,-3.4,-5.6,0,0,0,0.01,7.7
59549,20180413,1900,2776,14.8,5.6,12.3,0,0,0,0,9.7
59550,20180806,1900,3089,27.3,7.4,25.3,0,0,0,0,8.6
59551,20190301,1900,22144,7.1,4.8,4.3,0,0,0,0,10.9
59552,20190112,1900,12483,3,-0.1,-1.7,0,0,0,0.05,17.2
59553,20171103,1900,24010,7.8,5,5.7,0,0,0,0,5.6
59554,20171126,1900,2659,-1.1,-3.2,-4.7,0,0,0,0,7.5
59555,20171116,1900,8571,3.7,2,1.4,0,0,0,0,3.2
59556,20180316,1900,6678,3.7,2.5,0.2,0,0,0,0,11.8
59557,20190927,1900,14613,17.3,13.5,17.1,0,0,0,0,8.8
59558,20190217,1900,9260,4.1,-0.3,1.7,0,0,0,0,1.8
59559,20170922,1900,9590,11.2,8.3,9.6,0,0,0,0,8.1
59560,20181115,1900,19137,5.2,2,1.9,0,0,0,0,10.7
59561,20190210,1900,3363,5.3,3.8,1.6,0,0,0,0,15.7
59562,20190409,1900,7052,13.2,3.8,8.9,0,0,0,0,19.4
59563,20171019,1900,21524,11.7,9.9,10.6,0,0,0,0,7.8
59564,20170303,1900,24745,8,1.4,3.4,0,0,0,0,18.5
59565,20181101,1900,16400,14.3,7.3,11.1,0,0,0,0,17.3
59566,20180707,1900,9201,23.2,-0.1,19.3,0,0,0,0,12.2
59567,20170729,1900,11477,21.6,15.5,22.5,0,0,0,0,7.1
59568,20180425,1900,15787,18.2,9.3,16.9,0,0,0,0,7.6
59569,20190102,1900,1650,-1.1,-6.6,-7.1,0,0,0,0,21.4
59570,20180530,1900,4276,20.9,16.3,22.4,0,0,0,0,5.2
59571,20180904,1900,5980,18.1,16.5,19.5,0.9,0.9,0,0,5.8
59572,20170901,1900,20168,14,12.2,10.8,5,5,0,0,26.5
59573,20170331,1900,674,13.2,5.7,10.7,0,0,0,0,9.9
59574,20191014,1900,11333,14.4,12.3,13.7,0,0,0,0,10.1
59575,20190302,1900,9912,4,1.6,1.8,0,0,0,0,2.3
59576,20171108,1900,16723,5.8,4.5,2.7,0.2,0.2,0,0,12.1
59577,20181213,1900,6491,-2,-4.8,-6.1,0,0,0,0.01,8.9
59578,20180128,1900,11307,5.9,2.8,2.5,0,0,0,0.03,12.4
59579,20190922,1900,8904,14.8,3.3,11.3,0,0,0,0,13.2
59580,20170124,1900,17980,-6.3,-8.6,-10.5,0,0,0,0.05,7.1
59581,20181022,1900,4572,9,2.4,5.9,0,0,0,0,9.3
59582,20191027,1900,4636,11.8,10,11.3,0,0,0,0,3.7
59583,20171106,1900,22242,8.9,5.8,5.9,0,0,0,0,13.6
59584,20180706,1900,8030,23.4,14.4,23.1,0,0,0,0,11.7
59585,20180805,1900,5172,27.4,13.3,27.2,0,0,0,0,8.3
59586,20180104,1900,16569,4.2,1.4,0.8,0,0,0,0.01,9.8
59587,20170112,1900,15708,-3.4,-5.1,-7.8,0,0,0,0.05,10.8
59588,20180727,1900,19962,25,17.5,26.1,0,0,0,0,10.6
59589,20191102,1900,15094,6.8,5.9,4.4,0,0,0,0,9.1
59590,20181118,1900,18789,1.5,-4.3,-3.2,0.3,0,0.21,0,13.6
59591,20171024,1900,11225,8.7,6.4,6.9,0,0,0,0,5.9
59592,20180217,1900,516,0.2,-0.8,-3.6,0.7,0,0.49,0.05,10.8
59593,20191007,1900,23125,4.5,1.1,1.4,0,0,0,0,8
59594,20180328,1900,20759,5.3,2.9,2.3,0,0,0,0,9.4
59595,20190524,1900,14221,15.7,8.8,14.2,0,0,0,0,8.1
59596,20190911,1900,24609,18.9,11.2,18.7,0,0,0,0,3.8
59597,20181106,1900,18844,11.7,5.8,8,0,0,0,0,17.9
59598,20170301,1900,13458,2.5,-1,-1,0,0,0,0,8
59599,20190303,1900,7491,7.6,3,4.8,0,0,0,0,7.9
59600,20190201,1900,24546,2.4,1.3,-2.7,0,0,0,0.05,21.8
59601,20170221,1900,8816,4.1,2,1.1,0,0,0,0,8
59602,20170706,1900,21052,24.8,10.7,23.3,0,0,0,0,12.2
59603,20190724,1900,21871,28.4,12.9,28,0,0,0,0,8.7
59604,20181120,1900,21132,1.8,-0.2,-2.7,0,0,0,0.01,16.1
59605,20170420,1900,12537,3,-6.4,-2.4,0,0,0,0.01,16.9
59606,20190108,1900,3735,2.6,0.5,-1.4,0.6,0.5,0.07,0.06,13.9
59607,20180225,1900,14734,-9.3,-17.2,-15.2,0,0,0,0.04,15.3
59608,20170921,1900,22526,12.8,7.5,9.6,0,0,0,0,17.9
59609,20190503,1900,16075,11.5,4.1,9,0,0,0,0,7.6
59610,20190410,1900,7491,9.4,0.9,4.6,0,0,0,0,19.2
59611,20180227,1900,20047,-9.2,-16.9,-15.6,0,0,0,0.04,18.4
59612,20190629,1900,21270,26.3,11.1,26.1,0,0,0,0,3.6
59613,20180923,1900,11188,14.5,11.2,12.8,0,0,0,0,14.6
59614,20190101,1900,1539,6,3.9,1.5,0.3,0.3,0,0,20.5
59615,20190527,1900,14004,16.6,15.2,16.4,1.5,1.5,0,0,13.6
59616,20181002,1900,15049,8.4,-0.9,5,0,0,0,0,7.3
59617,20180323,1900,14371,2.8,-0.6,-0.4,0,0,0,0,7.1
59618,20190513,1900,7628,10,0.5,6.4,0,0,0,0,10.1
59619,20170307,1900,18202,4.3,1,-0.3,0,0,0,0,17.7
59620,20180112,1900,14204,2.2,-0.2,-1.4,0,0,0,0.02,10
59621,20170204,1900,6520,0.8,0.8,-2.1,0,0,0,0.1,6.1
59622,20190519,1900,24297,17,12.4,16.5,0,0,0,0,8.7
59623,20190304,1900,7620,10.7,-1,4.5,0,0,0,0,27.2
59624,20170101,1900,7282,-6.7,-8.1,-10.5,0,0,0,0,5.2
59625,20180120,1900,12112,-4.9,-5.4,-9.3,0,0,0,0.08,11
59626,20190828,1900,22337,24.7,18.7,26.8,0,0,0,0,7.7
59627,20180521,1900,13960,17.6,8.6,15.4,0,0,0,0,12.3
59628,20170831,1900,8317,27.8,12,27.5,0,0,0,0,6.1
59629,20180705,1900,12239,25.6,14.8,24.7,0.2,0.2,0,0,17
59630,20170512,1900,23510,18.5,11,18.2,0,0,0,0,4.1
59631,20190215,1900,22881,3,0.7,0.1,0,0,0,0,6.2
59632,20181204,1900,2463,1.8,-0.4,-1.9,0,0,0,0,10.1
59633,20180905,1900,10117,18.3,13.2,18.3,0,0,0,0,6.9
59634,20181031,1900,5111,13.3,6.9,9.7,0,0,0,0,19.3
59635,20170210,1900,16295,0.4,-1,-4,0,0,0,0.07,14.2
59636,20180312,1900,6990,9.1,7.5,6.2,0.5,0.5,0,0,15.1
59637,20180825,1900,23077,18.5,7.7,16.8,0,0,0,0,7.8
59638,20180129,1900,10444,4.7,2.8,1.6,0,0,0,0.01,9.4
59639,20191017,1900,91,12.7,11,11.8,0,0,0,0,7.9
59640,20180514,1900,1458,17.4,5.3,13.9,0,0,0,0,15.6
59641,20170216,1900,21171,1.5,-2,-1.7,0,0,0,0.02,5.4
59642,20171007,1900,10283,10.2,4.6,8.1,0,0,0,0,5.6
59643,20171213,1900,8011,-1.5,-3.7,-5.5,0,0,0,0,9.5
59644,20180529,1900,354,22.3,15.2,22.5,0,0,0,0,10.6
59645,20171123,1900,18701,4.8,3.9,2.5,0,0,0,0,5.5
59646,20190731,1900,5453,23.4,16.4,23.9,0,0,0,0,11.8
59647,20190305,1900,5931,6.4,-1.6,2.1,0.1,0.1,0,0,13.5
59648,20190502,1900,2756,15,7.8,13.1,0,0,0,0,8.7
59649,20171226,1900,24668,1.2,0.3,-1.8,0,0,0,0,5.9
59650,20180704,1900,17159,25.8,7.7,24.3,0,0,0,0,5.8
59651,20181021,1900,18719,8.9,4.2,6,0,0,0,0,10.6
59652,20170701,1900,21006,20.6,9,18.5,0,0,0,0,12.6
59653,20190820,1900,7881,22.3,18,24.3,0.1,0.1,0,0,5.8
59654,20170517,1900,1247,18.3,9.5,16.3,0,0,0,0,12.9
59655,20190509,1900,167,10.6,8.1,9.2,0,0,0,0,6.2
59656,20170920,1900,2275,10.9,7.5,8.5,0,0,0,0,11.9
59657,20190421,1900,20210,15.6,1,12.6,0,0,0,0,7.3
59658,20170423,1900,23259,6.1,-0.3,2.1,0,0,0,0,12.1
59659,20190411,1900,10366,6.7,-3.1,1.5,0,0,0,0,18
59660,20180223,1900,5838,-2.6,-7.5,-7.5,0,0,0,0.04,12.9
59661,20170417,1900,7056,6.2,4,4.2,0.4,0.4,0,0,4.3
59662,20170713,1900,20270,17.5,5.8,14.7,0,0,0,0,12
59663,20190711,1900,5294,21.9,6.2,19.9,0,0,0,0,7.1
59664,20170213,1900,6837,-2.8,-5,-6.9,0,0,0,0.05,8.7
59665,20171205,1900,16983,3.9,1.1,-1.3,0,0,0,0.07,22.2
59666,20180924,1900,9227,10,1.1,5.9,0,0,0,0,15.1
59667,20180504,1900,23836,17.4,10.8,15.2,0,0,0,0,17.1
59668,20181231,1900,4815,-0.3,-2.4,-3.7,0,0,0,0,6.2
59669,20180419,1900,23639,17.5,10.5,16.2,0,0,0,0,9.8
59670,20190507,1900,23236,9.5,3.1,7,0,0,0,0,6.2
59671,20190306,1900,24049,8.1,0.8,3.4,0,0,0,0,18.6
59672,20180821,1900,21623,25.4,12.1,23.7,0,0,0,0,15.7
59673,20180703,1900,3133,23.6,4.9,21.2,0,0,0,0,7.6
59674,20180218,1900,24065,-1.1,-4.7,-4.5,0,0,0,0.06,4.3
59675,20180117,1900,6779,-0,-4,-4.6,0,0,0,0.08,13.2
59676,20171211,1900,16249,10.9,6.1,5.1,0,0,0,0.01,33.1
59677,20170119,1900,9160,-14.8,-16.7,-20.1,0,0,0,0.06,11.3
59678,20180410,1900,6836,12.9,8.5,10.3,0,0,0,0,15.5
59679,20180906,1900,23096,18.7,13.4,18.8,0,0,0,0,6.7
59680,20190628,1900,19603,22.8,7,20.2,0,0,0,0,12.3
59681,20190202,1900,2052,7.7,6.1,6.2,0,0,0,0,3.7
59682,20191005,1900,2190,9,6.9,5.2,0.9,0.9,0,0,20.4
59683,20190723,1900,10877,27.8,13.9,27.8,0,0,0,0,8.3
59684,20181012,1900,23639,14.3,8.4,12.7,0,0,0,0,7.8
59685,20181003,1900,14143,10.5,3.4,7.3,0,0,0,0,11.3
59686,20181017,1900,23178,14,8.4,12.4,0,0,0,0,7.6
59687,20180329,1900,24401,6,-0.4,3,0,0,0,0,5.6
59688,20180528,1900,4048,22.3,17.5,24.1,0,0,0,0,6.2
59689,20170211,1900,24309,1.2,-2.7,-3.5,0,0,0,0.07,14.8
59690,20180702,1900,16293,20.4,5.4,17.9,0,0,0,0,9.1
59691,20190702,1900,10620,23.8,12.7,24,0,0,0,0,4
59692,20190814,1900,21524,17.7,7.6,15.9,0,0,0,0,7.7
59693,20181107,1900,15291,11.4,7.7,8.9,0,0,0,0,12.5
59694,20190803,1900,24256,20.4,10.8,19.2,0,0,0,0,10.5
59695,20190307,1900,10625,11,3.4,7.2,0,0,0,0,15.2
59696,20181212,1900,24080,-1.3,-2.9,-5,0,0,0,0.01,7.9
59697,20181008,1900,14990,13.5,9.5,12.3,0,0,0,0,7.9
59698,20180723,1900,14941,24.4,13.1,23.1,0,0,0,0,15.9
59699,20190412,1900,20086,5.6,-2.1,0.8,0,0,0,0,16.5
59700,20171025,1900,16960,10.4,9,9.1,0,0,0,0,7.1
59701,20170919,1900,15995,11.7,9.7,9.7,0.3,0.3,0,0,13.4
59702,20181013,1900,18283,14.4,8.2,12.7,0,0,0,0,8.6
59703,20170503,1900,9331,12.5,11.3,11.8,1.2,1.2,0,0,7.2
59704,20170604,1900,14874,18.3,11.2,15.9,0,0,0,0,19.4
59705,20190921,1900,14390,11.8,5.8,9.6,0,0,0,0,8
59706,20170405,1900,17281,11.4,6.4,8.4,0.1,0.1,0,0,14.3
59707,20180130,1900,14139,-0.1,-3.4,-3.7,0,0,0,0,7.1
59708,20190603,1900,13640,22.5,14.8,22.8,0,0,0,0,8.5
59709,20181230,1900,20896,4.2,0.9,-0.9,0,0,0,0,21.4
59710,20170529,1900,122,25.3,9.1,24.2,0,0,0,0,6.1
59711,20170515,1900,6485,16,11.1,15.2,0,0,0,0,7.3
59712,20180307,1900,5896,1,-1,-2.2,0,0,0,0.04,6.4
59713,20180701,1900,22921,16.6,4,13.5,0,0,0,0,11.5
59714,20190116,1900,20616,1.8,-0.3,-1.3,0,0,0,0.01,6.4
59715,20170816,1900,9493,22,15.5,22.4,0,0,0,0,9.6
59716,20180423,1900,6585,18.7,11.3,17.9,0,0,0,0,8.3
59717,20171216,1900,24427,-0.6,-2.7,-3.9,0,0,0,0,5.6
59718,20170830,1900,22351,23.4,9.6,21.5,0,0,0,0,12.2
59719,20190308,1900,21871,7.3,-1.1,3.6,0,0,0,0,9.3
59720,20170310,1900,12175,4.5,1.1,-0.4,0,0,0,0,20
59721,20170504,1900,24810,13.1,10.5,12.4,0,0,0,0,5.7
59722,20170624,1900,19535,27.8,7.6,25.7,0,0,0,0,10.2
59723,20170312,1900,20943,4,-1.3,-0.2,0,0,0,0,12.6
59724,20181116,1900,12684,3.9,0.7,-0.3,0,0,0,0,14.9
59725,20180804,1900,18179,28.6,16.8,29.2,0,0,0,0,12
59726,20170720,1900,3190,28,14.1,28,0,0,0,0,9
59727,20171202,1900,9110,-0.5,-3.2,-4.5,0,0,0,0.09,9.8
59728,20190910,1900,17295,15.6,11.7,14.9,0,0,0,0,8
59729,20180527,1900,11561,21.8,17.5,23.4,0,0,0,0,7.4
59730,20170918,1900,3136,10.3,7,8,0,0,0,0,10.6
59731,20171018,1900,11240,12.2,11,11.7,0,0,0,0,5.2
59732,20170321,1900,12456,9.9,5.1,7.9,0,0,0,0,5.9
59733,20180907,1900,22654,19.6,13.6,19.5,0,0,0,0,8.6
59734,20171104,1900,21994,8.4,4.7,5.1,0,0,0,0,14
59735,20180131,1900,19188,1.6,1.2,-2.3,0,0,0,0,13.9
59736,20191030,1900,14067,3,-2.2,-0.9,0,0,0,0,10.2
59737,20180630,1900,3062,17,3.9,13.2,0,0,0,0,15.7
59738,20180416,1900,2536,15.2,11.2,14,0,0,0,0,10.7
59739,20181004,1900,6386,10.9,4.2,8.9,0,0,0,0,4.5
59740,20171225,1900,9444,-0.2,-0.9,-3.8,0,0,0,0,9.4
59741,20181030,1900,3380,14.1,4.1,9.6,0,0,0,0,21
59742,20181129,1900,4518,-2.8,-6.5,-8.4,0,0,0,0,17.9
59743,20190309,1900,8389,8.7,2.3,4.7,0.1,0.1,0,0,15.1
59744,20170715,1900,12447,18,8.5,15.5,0,0,0,0,14.8
59745,20190413,1900,18421,4.2,0.9,0.4,0.2,0.2,0,0,12.6
59746,20170707,1900,3083,25.2,17,26.9,0,0,0,0,5.1
59747,20191019,1900,17343,10,9.2,8.8,0,0,0,0,6.4
59748,20171214,1900,8140,0.9,-2.3,-3.2,0,0,0,0,11
59749,20190623,1900,3406,22.4,14.7,22.8,0,0,0,0,7.9
